total_sqft,bath,bhk,balcony,garage_sqft,price
1184,2,2,1,148,55
1185,2,2,1,149,55
1140,2,2,1,143,78
1762,2,3,2,221,91.45
1198,2,2,1,150,58
1890,2,3,2,237,127
3750,2,4,2,469,210
1762,2,3,2,221,110
1900,2,3,2,238,108
1314,2,2,1,165,68.2
1645,2,3,2,206,82
1100,2,2,1,138,45
1314,2,2,1,165,78
1762,2,3,2,221,112
1314,2,2,1,165,83
925,2,1,1,116,40.7
1351,2,3,2,169,78
1010,2,2,1,127,50
1890,2,3,2,237,125
1152,2,2,1,144,61
1394,2,2,1,175,56
1762,2,3,2,221,112
1890,2,3,2,237,125
1088,2,2,1,136,44
1875,2,3,2,235,110
1150,2,2,1,144,42
1762,2,3,2,221,109
1314,2,2,1,165,80
1196,2,2,1,150,60
1280,2,3,2,160,56
1275,2,2,1,160,52
2150,2,4,2,269,100
1150,2,2,1,144,42
1110,2,2,1,139,53
1060,2,2,1,133,48
1063,2,2,1,133,42
1470,2,3,2,184,75
1050,2,2,1,132,48
1132,2,2,1,142,42
1100,2,2,1,138,58
1325,2,2,1,166,50
1200,2,2,1,150,53
1035,2,2,1,130,45.5
1180,2,2,1,148,50
1140,2,2,1,143,46
1340,2,3,2,168,66
1500,2,3,2,188,75
1215,2,2,1,152,43
1225,2,2,1,154,48
1540,2,3,2,193,75
1240,2,2,1,155,45
1560,2,3,2,195,72
1240,2,2,1,155,58.58
1000,2,2,1,125,43
1225,2,2,1,154,48
2500,2,3,2,313,120
960,2,2,1,120,45
775,2,2,1,97,29.5
1455,2,3,2,182,75
1045,2,2,1,131,55
1654,2,3,2,207,70
1106,2,2,1,139,40
1485,2,3,2,186,70
1175,2,2,1,147,50
1105,2,2,1,139,39.5
1500,2,3,2,188,75
1400,2,3,2,175,68
1150,2,2,1,144,45
700,2,1,1,88,38
700,2,1,1,88,36
950,2,2,1,119,48
1000,2,2,1,125,60
950,2,2,1,119,50
950,2,2,1,119,47
1150,2,3,2,144,62
700,2,1,1,88,35
950,2,2,1,119,45
950,2,2,1,119,60
1645,2,3,2,206,100
1115,2,2,1,140,50
1220,2,3,2,153,56
1300,2,2,1,163,61
1700,2,4,2,213,108
1342,2,3,2,168,92
1605,2,3,2,201,105
1253,2,2,1,157,81.5
991,2,2,1,124,64
1250,2,2,1,157,78
3381,2,6,3,423,225
1200,2,2,1,150,50
1804,2,3,2,226,120
1425,2,3,2,179,70
1325,2,2,1,166,76
1450,2,3,2,182,85
980,2,2,1,123,40
1187,2,2,1,149,52
800,2,2,1,100,30
1565,2,3,2,196,78
610,2,1,1,77,39
1040,2,2,1,130,45
1450,2,3,2,182,100
1200,2,2,1,150,45
1902,2,3,2,238,89
800,2,2,1,100,40
1222,2,2,1,153,48
900,2,2,1,113,40
1837,2,3,2,230,95
1510,2,3,2,189,78
1354,2,2,1,170,70
1200,2,2,1,150,70
1354,2,2,1,170,71
1375,2,3,2,172,75
820,2,2,1,103,39
3800,2,4,2,475,300
1640,2,3,2,205,88
1080,2,2,1,135,73
2422,2,4,2,303,150
1280,2,2,1,160,48
1198,2,2,1,150,65
1250,2,2,1,157,65
1190,2,2,1,149,60
1086,2,2,1,136,44.5
2285,2,3,2,286,165
1100,2,2,1,138,70
883,2,2,1,111,45
1082,2,3,2,136,56
883,2,2,1,111,45
883,2,2,1,111,39
883,2,2,1,111,45
883,2,2,1,111,39
1082,2,3,2,136,55
883,2,2,1,111,37
883,2,2,1,111,44
883,2,2,1,111,37
883,2,2,1,111,39
883,2,2,1,111,37.01
883,2,2,1,111,39
883,2,2,1,111,45
883,2,2,1,111,39
1082,2,3,2,136,55
2845,2,5,3,356,140
1666,2,5,3,209,150
700,2,1,1,88,59
1200,2,2,1,150,80
1100,2,2,1,138,60
1200,2,2,1,150,81
2900,2,4,2,363,200
1200,2,2,1,150,80
1595,2,3,2,200,65
810,2,2,1,102,24.5
657.5,2,1,1,83,18.41
674,2,2,1,85,29
912,2,3,2,114,39
1156,2,2,1,145,32
870,2,2,1,109,24
990,2,2,1,124,31.5
930,2,2,1,117,25
992,2,2,1,124,25.79
1030,2,2,1,129,25.75
1015,2,2,1,127,37
1080,2,2,1,135,31.99
1415,2,2,1,177,60
1057,2,2,1,133,35
982,2,2,1,123,25.53
1500,2,3,2,188,65
985,2,2,1,124,40.5
940,2,2,1,118,35
610,2,1,1,77,18.5
1419,2,3,2,178,75
711,2,1,1,89,36
711,2,1,1,89,38
929,2,2,1,117,46
551,2,1,1,69,30
1020,2,2,1,128,42.83
1699,2,3,2,213,97
1130,2,2,1,142,45.2
1476,2,3,2,185,75
1295,2,2,1,162,64
1160,2,2,1,145,46.39
1277,2,2,1,160,55
1151,2,2,1,144,59
945,2,2,1,119,47
1254,2,3,2,157,70
2200,2,3,2,275,121
1340,2,2,1,168,65
1450,2,3,2,182,75
1130,2,2,1,142,45.2
1283,2,2,1,161,68
2130,2,4,2,267,120
938,2,1,1,118,50
825,2,1,1,104,35.475
1489,2,3,2,187,70
1477,2,3,2,185,69.5
700,2,2,1,88,36
1665,2,3,2,209,88
950,2,2,1,119,57
2250,2,4,2,282,110
525,2,1,1,66,26
525,2,1,1,66,21.53
525,2,1,1,66,27.25
1100,2,3,2,138,58
525,2,1,1,66,30
1339,2,2,1,168,75
1100,2,3,2,138,58
525,2,1,1,66,26
1843,2,3,2,231,95.84
1290,2,2,1,162,74
1665,2,3,2,209,86.58
1542,2,3,2,193,85
1300,2,3,2,163,69
900,2,2,1,113,46
900,2,2,1,113,46
900,2,2,1,113,46
1495,2,2,1,187,90
1560,2,3,2,195,92
1135,2,2,1,142,58
3500,2,4,2,438,225
1420,2,3,2,178,75
825,2,1,1,104,36.29
983,2,2,1,123,50.6
1843,2,3,2,231,95.84
1366,2,2,1,171,76.85
525,2,1,1,66,25
2265,2,3,2,284,136
2200,2,3,2,275,130
525,2,1,1,66,30
1051,2,2,1,132,56.74
525,2,1,1,66,30
1300,2,3,2,163,69
700,2,2,1,88,40
458,2,1,1,58,19.695
1700,2,3,2,213,88
2775,2,4,2,347,165
1900,2,3,2,238,99
1290,2,2,1,162,80
1868,2,3,2,234,113
1366,2,2,1,171,83
700,2,2,1,88,40
1339,2,2,1,168,71.5
670,2,1,1,84,35
525,2,1,1,66,30
1498,2,3,2,188,95
525,2,1,1,66,27
1665,2,3,2,209,86.91
1665,2,3,2,209,86.58
712,2,1,1,89,38.44
1507,2,3,2,189,95
1339,2,2,1,168,85
525,2,1,1,66,27
525,2,1,1,66,27.5
525,2,1,1,66,26.25
525,2,1,1,66,26
1050,2,3,2,132,59
1600,2,3,2,200,90
525,2,1,1,66,29.25
800,2,2,1,100,41.145
1100,2,3,2,138,56.57
1843,2,3,2,231,96.2
1240,2,2,1,155,65
700,2,2,1,88,41
700,2,2,1,88,41
1100,2,3,2,138,58
1140,2,2,1,143,65
700,2,2,1,88,40
525,2,1,1,66,26.01
1322,2,2,1,166,70
1698,2,2,1,213,105
1300,2,3,2,163,69
1300,2,3,2,163,69
1167,2,2,1,146,63
1300,2,3,2,163,69
1430,2,2,1,179,78
700,2,2,1,88,36
525,2,1,1,66,27
1100,2,3,2,138,58
1300,2,3,2,163,69
2000,2,3,2,250,105
1200,2,2,1,150,62
1843,2,3,2,231,95
900,2,2,1,113,46.29
850,2,1,1,107,37.32
525,2,1,1,66,30
1938,2,3,2,243,105
1843,2,3,2,231,96.2
525,2,1,1,66,26
700,2,2,1,88,36
1622,2,3,2,203,95
957,2,2,1,120,58
957,2,2,1,120,56
3000,2,4,2,375,200
1536,2,3,2,192,89
2400,2,4,2,300,130
1574,2,3,2,197,93.34
957,2,2,1,120,52.5
1536,2,3,2,192,104
957,2,2,1,120,54.5
2422,2,4,2,303,135
957,2,2,1,120,55
957,2,2,1,120,56
2500,2,3,2,313,180
2500,2,3,2,313,190
1962,2,3,2,246,175
1057,2,2,1,133,65
1354,2,3,2,170,98
1945,2,3,2,244,115
1960,2,3,2,245,165
1060,2,2,1,133,58.06
1563.05,2,3,2,196,105
1717,2,3,2,215,99
3260,2,4,2,408,240
1349,2,2,1,169,78
1121,2,2,1,141,78
1100,2,2,1,138,50
1200,2,2,1,150,78
1476,2,3,2,185,89
1200,2,2,1,150,50
1719,2,3,2,215,116
1115,2,2,1,140,50
1125,2,2,1,141,61.2
2170,2,3,2,272,151
1476,2,3,2,185,95
1200,2,2,1,150,50.3
1787,2,3,2,224,123
1090,2,2,1,137,59.8
1691,2,3,2,212,104
4260,2,4,2,533,272
2111,2,3,2,264,120
950,2,2,1,119,39
770,2,1,1,97,43.82
1147,2,2,1,144,60
1375,2,2,1,172,72
1200,2,2,1,150,60
4260,2,4,2,533,333
1495,2,2,1,187,83
5000,2,2,1,625,400
4000,2,4,2,500,325
1917,2,3,2,240,132
1375,2,2,1,172,78
4408,2,4,2,551,344
1309,2,2,1,164,95
1476,2,3,2,185,105
1158,2,2,1,145,67
1214,2,2,1,152,67
2110,2,3,2,264,120
1495,2,2,1,187,110
1575,2,2,1,197,85
1069,2,2,1,134,55
1100,2,2,1,138,68
1715,2,3,2,215,112
1100,2,2,1,138,65
1230,2,2,1,154,66.25
1819,2,3,2,228,150
1585,2,2,1,199,90
1245,2,2,1,156,80
2035,2,3,2,255,142
1747,2,3,2,219,110
1377,2,2,1,173,80
1181,2,2,1,148,61
1121,2,2,1,141,75
1925,2,3,2,241,125
1567,2,2,1,196,92
1080,2,2,1,135,80
1101,2,2,1,138,65
1896,2,4,2,237,125
1100,2,2,1,138,58
1570,2,3,2,197,110
1000,2,2,1,125,58
1101,2,2,1,138,66
2507,2,4,2,314,155
1400,2,3,2,175,77
1250,2,3,2,157,68.75
1245,2,3,2,156,68.48
1350,2,3,2,169,87.01
1350,2,3,2,169,80.99
1365,2,3,2,171,75.08
1300,2,3,2,163,77.99
1350,2,3,2,169,80.99
1390,2,3,2,174,76.45
1350,2,3,2,169,78.3
1250,2,3,2,157,68.75
1300,2,3,2,163,77.99
1335,2,3,2,167,73.43
1300,2,3,2,163,77.99
1300,2,3,2,163,77.99
1335,2,3,2,167,73.43
1350,2,3,2,169,80.99
1250,2,2,1,157,68.75
1350,2,3,2,169,80.99
1200,2,2,1,150,52
1020,2,2,1,128,52
1200,2,2,1,150,49.5
945,2,2,1,119,50
1060,2,2,1,133,45
1100,2,2,1,138,46
1185,2,2,1,149,49
997,2,2,1,125,53
1060,2,2,1,133,42
480,2,1,1,60,25
1125,2,2,1,141,41.5
1180,2,2,1,148,60
1450,2,3,2,182,75
1066,2,2,1,134,55
1025,2,2,1,129,60
1400,2,3,2,175,75
1015,2,2,1,127,58
715,2,1,1,90,45
1150,2,2,1,144,58
1280,2,3,2,160,69
870,2,2,1,109,45
1150,2,2,1,144,60
700,2,1,1,88,35
1060,2,2,1,133,52
1150,2,2,1,144,57
1720,2,3,2,215,100
1015,2,2,1,127,60
750,2,2,1,94,38
1197,2,2,1,150,50
1200,2,2,1,150,58
726,2,2,1,91,31
1025,2,2,1,129,57
1082,2,3,2,136,49
750,2,2,1,94,36
963,2,2,1,121,40
726,2,2,1,91,35
416,2,1,1,52,19.5
900,2,2,1,113,45
502,2,1,1,63,25
1200,2,3,2,150,67
725,2,2,1,91,30
500,2,1,1,63,17
540,2,1,1,68,22.5
750,2,2,1,94,35.5
1741,2,3,2,218,80
1200,2,2,1,150,58
750,2,2,1,94,36.5
416,2,1,1,52,18
883,2,2,1,111,49
1052,2,2,1,132,51
1220,2,2,1,153,63
1150,2,1,1,144,52
1192,2,2,1,149,53.5
750,2,2,1,94,40
1035,2,2,1,130,51.5
3000,2,8,4,375,130
410,2,1,1,52,15
416,2,1,1,52,17.19
2500,2,5,3,313,100
550,2,1,1,69,16.75
890,2,2,1,112,35
883,2,2,1,111,45
1415,2,3,2,177,66
930,2,1,1,117,30
1635,2,3,2,205,78
1050,2,2,1,132,43
1007,2,2,1,126,42
635,2,2,1,80,22
818,2,2,1,103,26
1030,2,2,1,129,50
1200,2,2,1,150,65
795,2,2,1,100,32
1302.5,2,2,1,163,44.285
800,2,2,1,100,40
654,2,1,1,82,22
1060,2,2,1,133,42
750,2,2,1,94,33
920,2,2,1,115,39
985,2,2,1,124,42
410,2,1,1,52,15
1120,2,2,1,140,49
1110,2,2,1,139,43
1170,2,2,1,147,50
777.4,2,2,1,98,25
800,2,2,1,100,32
950,2,2,1,119,32
1400,2,3,2,175,48
800,2,2,1,100,28
904,2,2,1,113,30
1000,2,2,1,125,30
1240,2,3,2,155,41
600,2,1,1,75,19.5
1080,2,2,1,135,32
1000,2,2,1,125,34
1015,2,2,1,127,35
1190,2,3,2,149,57
995,2,2,1,125,41
2700,2,5,3,338,125
1495,2,3,2,187,75
1125,2,2,1,141,52
1150,2,2,1,144,48
1070,2,2,1,134,43
1620,2,3,2,203,85
1026,2,2,1,129,45
2500,2,5,3,313,125
450,2,1,1,57,18
907,2,2,1,114,38.5
1181,2,2,1,148,57
900,2,2,1,113,42
1400,2,3,2,175,66
976,2,2,1,122,50
2700,2,5,3,338,125
1299,2,2,1,163,58
1166,2,2,1,146,55
1320,2,3,2,165,65
1117,2,2,1,140,56
1200,2,2,1,150,55
1200,2,2,1,150,60
2120,2,3,2,265,177
1013,2,2,1,127,51
1324,2,3,2,166,65
965,2,2,1,121,38
866,2,2,1,109,32
1442,2,3,2,181,80
1270,2,2,1,159,98
1200,2,2,1,150,48
655,2,1,1,82,53
1820,2,3,2,228,150
635,2,2,1,80,28
1200,2,3,2,150,156
3252,2,4,2,407,335
2700,2,3,2,338,270
2392,2,3,2,299,260
2408,2,3,2,301,260
2500,2,3,2,313,260
1620,2,3,2,203,130
3260,2,4,2,408,388
3197,2,4,2,400,335
1490,2,2,1,187,150
1909,2,3,2,239,88
1170,2,2,1,147,51.99
650,2,2,1,82,28
1140,2,2,1,143,50.66
1200,2,2,1,150,53.33
1934,2,3,2,242,150
540,2,1,1,68,36
1559,2,3,2,195,127
1190,2,2,1,149,50.66
1140,2,2,1,143,50.66
1559,2,3,2,195,120
700,2,1,1,88,30.84
1250,2,2,1,157,55.55
1200,2,2,1,150,53.33
952,2,2,1,119,49
700,2,1,1,88,30.84
1250,2,2,1,157,55.55
2456,2,7,4,307,85
1140,2,2,1,143,50.66
1140,2,2,1,143,50.66
2791,2,3,2,349,223
884,2,2,1,111,58
1200,2,4,2,150,125
1200,2,4,2,150,130
2400,2,3,2,300,180
3746,2,4,2,469,375
1423,2,3,2,178,85
1320,2,2,1,165,165
1253,2,2,1,157,102
1580,2,3,2,198,160
3500,2,4,2,438,425
1005,2,2,1,126,110
2292,2,3,2,287,275
1290,2,2,1,162,100
1300,2,2,1,163,110
1325,2,2,1,166,119
1140,2,2,1,143,75.2
1260,2,2,1,158,100
1975,2,3,2,247,210
1900,2,2,1,238,200
2292,2,3,2,287,286
2300,2,3,2,288,290
2503,2,4,2,313,325
1320,2,2,1,165,150
1320,2,2,1,165,110
5985,2,4,2,749,775
2461,2,4,2,308,353
2246,2,3,2,281,300
1083,2,2,1,136,100
1744,2,3,2,218,200
1180,2,2,1,148,128
1320,2,2,1,165,160
1370,2,2,1,172,125
1100,2,2,1,138,85
1249,2,2,1,157,165
1200,2,2,1,150,100
2223,2,3,2,278,300
1744,2,3,2,218,210
1866,2,3,2,234,245
1320,2,2,1,165,160
1350,2,2,1,169,103
6000,2,4,2,750,625
1320,2,2,1,165,160
1710,2,3,2,214,210
1355,2,2,1,170,95
1600,2,3,2,200,170
1260,2,2,1,158,100
1206,2,2,1,151,48.23
1100,2,2,1,138,40
1197,2,2,1,150,47.88
1197,2,2,1,150,47.8
1070,2,2,1,134,42.79
1070,2,2,1,134,38.6
1485,2,3,2,186,59.4
1215,2,3,2,152,48.6
1404,2,3,2,176,56.15
1200,2,2,1,150,51
2400,2,3,2,300,150
1828,2,3,2,229,110
1186,2,2,1,149,58
1847,2,3,2,231,105
9600,2,5,3,1200,550
1435,2,3,2,180,70
1187,2,2,1,149,58
1847,2,3,2,231,110
1460,2,3,2,183,71
1185,2,2,1,149,59
1436,2,3,2,180,70
1462,2,3,2,183,71
1790,2,3,2,224,105
1070,2,2,1,134,45.5
1145,2,2,1,144,56
3401,2,4,2,426,230
1455,2,2,1,182,69
627,2,1,1,79,30
1302,2,2,1,163,68.5
1760,2,3,2,220,111
1185,2,2,1,149,58
1500,2,1,1,188,75
1075,2,2,1,135,53
1790,2,3,2,224,97
2700,2,4,2,338,175
1786,2,3,2,224,106
1787,2,3,2,224,107
1141,2,2,1,143,54
1760,2,3,2,220,110
1160,2,2,1,145,57
1095,2,2,1,137,55
1142,2,2,1,143,56
1074,2,2,1,135,54
1285,2,2,1,161,60
1075,2,2,1,135,53
1140,2,2,1,143,56
1400,2,2,1,175,70
1140,2,2,1,143,56
1787,2,3,2,224,120
1185,2,2,1,149,59
1790,2,3,2,224,105
1130,2,2,1,142,55
1094,2,2,1,137,54
1170,2,3,2,147,80
1400,2,2,1,175,65
1195,2,2,1,150,59
1790,2,3,2,224,120
1454,2,3,2,182,71.5
1152,2,2,1,144,53.5
1027,2,2,1,129,43
1092,2,2,1,137,44
1027,2,2,1,129,43
1092,2,2,1,137,44
1143,2,2,1,143,55
1024,2,2,1,128,44
1600,2,3,2,200,79
1027,2,2,1,129,42
1076,2,2,1,135,50
1027,2,2,1,129,44
1084,2,2,1,136,53
1300,2,2,1,163,56
1027,2,2,1,129,44
1245,2,3,2,156,60
1027,2,2,1,129,44
1110,2,2,1,139,46
2100,2,4,2,263,114
1027,2,2,1,129,44
720,2,1,1,90,33
1027,2,2,1,129,44
1162,2,2,1,146,52
1041,2,2,1,131,53
1535,2,3,2,192,83
1535,2,3,2,192,85
1535,2,3,2,192,86
1564,2,3,2,196,92
1238,2,2,1,155,55
1707,2,3,2,214,99.745
1335,2,3,2,167,89
703,2,1,1,88,52
1535,2,3,2,192,86
1532,2,3,2,192,83
1113,2,2,1,140,50
1185,2,2,1,149,50
1215,2,2,1,152,45
812,2,2,1,102,38.25
1547,2,2,1,194,103
1336,2,2,1,167,86
1919,2,3,2,240,121
1464,2,2,1,183,56
1535,2,3,2,192,85
1850,2,3,2,232,120
940,2,2,1,118,69.57
1215,2,2,1,152,44.96
1164,2,2,1,146,75
3850,2,4,2,482,205
1183,2,2,1,148,79.54
1850,2,3,2,232,110
1183,2,2,1,148,79.54
1200,2,2,1,150,44.4
1310,2,2,1,164,53
2000,2,4,2,250,139
1000,2,2,1,125,48.5
1000,2,2,1,125,58
2400,2,7,4,300,125
2400,2,3,2,300,125
1310,2,3,2,164,70
850,2,1,1,107,78
3200,2,7,4,400,150
1310,2,3,2,164,85
2450,2,4,2,307,110
3100,2,7,4,388,145
1200,2,3,2,150,75
1081,2,2,1,136,60
1724,2,3,2,216,125
1030,2,2,1,129,49
735,2,2,1,92,57.99
1047,2,2,1,131,82
1397,2,3,2,175,105
1724,2,3,2,216,127
1010,2,2,1,127,49.27
1397,2,3,2,175,110
1397,2,3,2,175,104
1397,2,3,2,175,108
1920,2,3,2,240,150
1397,2,3,2,175,105
1724,2,3,2,216,124
1047,2,2,1,131,84
1047,2,2,1,131,83
7000,2,4,2,875,550
1120,2,2,1,140,53.76
1047,2,2,1,131,82.62
1047,2,2,1,131,91
1724,2,3,2,216,146
1600,2,3,2,200,170
1724,2,3,2,216,125
1010,2,2,1,127,48.27
1047,2,2,1,131,89
2500,2,4,2,313,245
1397,2,3,2,175,105
1047,2,2,1,131,72
1260,2,2,1,158,58
3092,2,4,2,387,230
1065,2,2,1,134,70
1724,2,3,2,216,146
1047,2,2,1,131,91
1724,2,3,2,216,128
1315,2,2,1,165,74
2100,2,3,2,263,150
1724,2,3,2,216,125
1724,2,3,2,216,140
1175,2,2,1,147,65
1043,2,2,1,131,55
1184,2,2,1,148,69
665,2,1,1,84,32
1250,2,2,1,157,48.5
1400,2,3,2,175,80
1184,2,2,1,148,62
1200,2,2,1,150,47
1200,2,2,1,150,75
1000,2,2,1,125,49.5
2800,2,5,3,350,125
1200,2,3,2,150,130
1200,2,1,1,150,125
1200,2,2,1,150,75
620,2,1,1,78,48
1185,2,2,1,149,75
1600,2,3,2,200,108
1180,2,2,1,148,75
1172,2,2,1,147,82
1179,2,2,1,148,75
1149,2,2,1,144,75
1336,2,2,1,167,100
1175,2,2,1,147,75
1190,2,2,1,149,75
1200,2,2,1,150,75
1200,2,2,1,150,75
1165,2,2,1,146,75
1145,2,2,1,144,75
1500,2,3,2,188,104
1210,2,2,1,152,75
1169,2,2,1,147,75
1200,2,2,1,150,75
1172,2,2,1,147,75
1172,2,2,1,147,75
1180,2,2,1,148,75
1200,2,2,1,150,83
1200,2,2,1,150,80
1195,2,2,1,150,75
1200,2,2,1,150,80
1521,2,3,2,191,95
1511,2,3,2,189,95
1683,2,3,2,211,109
1519,2,3,2,190,93
1521,2,3,2,191,94.99
1682,2,3,2,211,120
1521,2,3,2,191,94.71
1893,2,3,2,237,130
1705,2,3,2,214,110
2245,2,4,2,281,154
1682,2,3,2,211,113
1682,2,3,2,211,114
1506,2,3,2,189,95
1683,2,3,2,211,110
1684,2,3,2,211,120
2236,2,4,2,280,153
1894,2,3,2,237,114
2240,2,4,2,280,160
3600,2,6,3,450,141
1116,2,2,1,140,50
884,2,2,1,111,41.1
1005,2,2,1,126,55.78
1000,2,2,1,125,46.5
1500,2,4,2,188,93
1345,2,2,1,169,55
5000,2,5,3,625,360
1116,2,2,1,140,51.89
1052,2,3,2,132,60
940,2,2,1,118,50
1318,2,3,2,165,68
884,2,2,1,111,48
1150,2,2,1,144,52
1250,2,2,1,157,52
1260,2,2,1,158,57.6
730,2,1,1,92,35
1434,2,3,2,180,67.39
1146,2,2,1,144,53.8
1532,2,2,1,192,62
1620,2,3,2,203,76
1136,2,2,1,142,64.5
1400,2,3,2,175,65.8
1137,2,2,1,143,53.4
1601,2,3,2,201,95
1450,2,3,2,182,75
1152,2,2,1,144,54
1212,2,2,1,152,56.9
1505,2,3,2,189,78
1500,2,3,2,188,70
1236,2,2,1,155,58
1236,2,2,1,155,58
1120,2,2,1,140,53
1575,2,4,2,197,158
1105,2,2,1,139,80
1200,2,4,2,150,160
1200,2,3,2,150,110
1876,2,3,2,235,150
1665,2,3,2,209,95
1665,2,3,2,209,86.58
1340,2,2,1,168,61
1325,2,2,1,166,70
1665,2,3,2,209,86.91
1325,2,2,1,166,70
905,2,2,1,114,40
1325,2,2,1,166,65
1325,2,2,1,166,73
1565,2,2,1,196,69
905,2,2,1,114,35
1100,2,3,2,138,76.3
1140,2,2,1,143,46.5
1225,2,2,1,154,46.86
1052,2,2,1,132,50
1405,2,3,2,176,77
1065,2,2,1,134,50
1210,2,2,1,152,55
1060,2,2,1,133,40
1430,2,3,2,179,69.5
1421,2,2,1,178,90
1245,2,2,1,156,55
1200,2,2,1,150,46
1225,2,2,1,154,52
705,2,1,1,89,67
12000,2,7,4,1500,2200
2500,2,4,2,313,325
2006,2,3,2,251,297
686,2,1,1,86,62.5
2475,2,3,2,310,332
2610,2,3,2,327,399
2475,2,3,2,310,320
900,2,2,1,113,95
1420,2,2,1,178,158
2000,2,3,2,250,250
2215,2,3,2,277,275
2475,2,3,2,310,300
2345,2,3,2,294,293
2215,2,3,2,277,310
480,2,1,1,60,60
1290,2,2,1,162,120
2475,2,3,2,310,326
2476,2,3,2,310,337
900,2,2,1,113,90
2050,2,3,2,257,270
900,2,2,1,113,72
620,2,1,1,78,86.8
600,2,2,1,75,68
2475,2,3,2,310,337
2215,2,3,2,277,275
2215,2,3,2,277,330
1020,2,2,1,128,80
600,2,2,1,75,90
2200,2,3,2,275,275
2475,2,3,2,310,326
1500,2,2,1,188,140
2475,2,3,2,310,340
1400,2,2,1,175,190
2475,2,3,2,310,300
2400,2,3,2,300,380
580,2,1,1,73,45
1410,2,2,1,177,125
1220,2,2,1,153,57
1200,2,2,1,150,52
1200,2,2,1,150,60
1933,2,3,2,242,140
950,2,2,1,119,46.96
1230,2,2,1,154,80
3800,2,4,2,475,250
1019,2,2,1,128,49.85
1215,2,2,1,152,67
2181,2,4,2,273,152
1170,2,2,1,147,53
1019,2,2,1,128,49.86
1325,2,2,1,166,71.55
1220,2,2,1,153,56.5
1152,2,2,1,144,56
1610,2,3,2,202,90
1146,2,2,1,144,70
1469,2,3,2,184,89
2519,2,4,2,315,185
957,2,2,1,120,46.9
1583,2,3,2,198,105
2524,2,4,2,316,190
1071,2,2,1,134,52.25
1215,2,2,1,152,58.86
1102,2,2,1,138,53.67
1900,2,3,2,238,123
1045,2,2,1,131,60
1215,2,2,1,152,58.86
1365,2,2,1,171,73
1208,2,2,1,151,70
1325,2,2,1,166,92
1525,2,3,2,191,90
1937,2,3,2,243,140
1550,2,3,2,194,83
1350,2,2,1,169,86
957,2,2,1,120,47
1230,2,2,1,154,57
1200,2,2,1,150,58
607,2,1,1,76,35
1583,2,3,2,198,109
1075,2,2,1,135,52.43
1360,2,2,1,170,103
1220,2,2,1,153,58.5
950,2,2,1,119,45.68
615,2,1,1,77,44
1595,2,3,2,200,90
1350,2,2,1,169,89
1020,2,2,1,128,57
1600,2,2,1,200,88
780,2,1,1,98,55
1710,2,3,2,214,100
1358,2,2,1,170,81
1205,2,2,1,151,75
1730,2,3,2,217,110
1583,2,3,2,198,115
1200,2,2,1,150,67
1095,2,2,1,137,60
1060,2,2,1,133,48
1050,2,2,1,132,65
1102,2,2,1,138,53.67
1026,2,2,1,129,49.95
1220,2,2,1,153,59
881,2,2,1,111,48.06
1710,2,3,2,214,100
1680,2,3,2,210,105
1910,2,3,2,239,119
1602,2,2,1,201,104
700,2,1,1,88,38
1469,2,3,2,184,89
1690,2,3,2,212,116
1065,2,2,1,134,55
1693,2,3,2,212,125
1693,2,3,2,212,125
1196,2,2,1,150,57.9
1595,2,3,2,200,88
2122,2,3,2,266,125
1730,2,3,2,217,115
1125,2,2,1,141,55
1950,2,3,2,244,115
1250,2,2,1,157,68
1125,2,2,1,141,56.8
1350,2,2,1,169,90
1200,2,2,1,150,53
2500,2,4,2,313,175
957,2,2,1,120,47
1350,2,2,1,169,60
3400,2,4,2,425,235
1350,2,2,1,169,99
1285,2,2,1,161,55
2500,2,4,2,313,181
3800,2,4,2,475,235
3951,2,4,2,494,230
1125,2,2,1,141,54.8
1700,2,3,2,213,126
1270,2,2,1,159,73
950,2,2,1,119,46.7
1550,2,3,2,194,85
1019,2,2,1,128,49.86
1144,2,2,1,143,65
1240,2,2,1,155,55
1100,2,1,1,138,75
1156,2,2,1,145,52
2524,2,4,2,316,180
1135,2,2,1,142,60
1839,2,3,2,230,130
1170,2,2,1,147,85
1102,2,2,1,138,53.67
1108,2,3,2,139,60
1449,2,3,2,182,110
1360,2,2,1,170,101
1026,2,2,1,129,50.18
1270,2,2,1,159,80
1100,2,2,1,138,50
1196,2,2,1,150,57.95
1485,2,3,2,186,90
1146,2,2,1,144,69
1090,2,2,1,137,58
1200,2,2,1,150,58.5
1200,2,2,1,150,67
1000,2,2,1,125,57
600,2,2,1,75,35
1200,2,2,1,150,69
900,2,2,1,113,49
1140,2,2,1,143,60
1100,2,2,1,138,55
1152,2,2,1,144,66
1200,2,2,1,150,65
1050,2,2,1,132,58
1160,2,2,1,145,65
1334,2,2,1,167,67.76
1800,2,4,2,225,145
1200,2,3,2,150,90
1200,2,3,2,150,120
5000,2,9,5,625,210
1550,2,3,2,194,65
1125,2,2,1,141,40
1190,2,2,1,149,39.25
800,2,1,1,100,29.5
1250,2,3,2,157,44
1171,2,2,1,147,39
1200,2,2,1,150,53.5
1670,2,3,2,209,59
1140,2,2,1,143,43
1170,2,2,1,147,52
1102,2,2,1,138,53.67
1390,2,3,2,174,68
1200,2,2,1,150,49.5
950,2,2,1,119,46.5
1560,2,3,2,195,75
1750,2,3,2,219,86.5
